folder_name,java_file_name,class_name,method_name,return_type,parameters,modifiers,throws,signature_text,line_number
turbine-model-controller/src/main/java/wrapper,TurbineUserWrapper.java,TurbineUserWrapper,TurbineUserWrapper,constructor,TurbineUser user,public,,public TurbineUserWrapper TurbineUserWrapper(TurbineUser user),33
turbine-model-controller/src/main/java/services/pull,RelatedTool.java,RelatedTool,init,void,Object data,public,,public void init(Object data),46
turbine-model-controller/src/main/java/services/pull,RelatedTool.java,RelatedTool,refresh,void,RunData data,public,,public void refresh(RunData data),52
turbine-model-controller/src/main/java/services/pull,RelatedTool.java,RelatedTool,getUserrole,String,,public,,public String getUserrole(),56
turbine-model-controller/src/main/java/services/pull,RelatedTool.java,RelatedTool,getJson,Object,"Object src, String className, String mixinCN, Boolean refresh, String... props",public,,"public Object getJson(Object src, String className, String mixinCN, Boolean refresh, String... props)",86
turbine-model-controller/src/main/java/modules/actions,ChangePasswordAction.java,ChangePasswordAction,doPerform,void,PipelineData pipelineData,public,Exception,public void doPerform(PipelineData pipelineData) throws Exception,49
turbine-model-controller/src/main/java/modules/actions,ChangePasswordAction.java,ChangePasswordAction,doPerform,void,"PipelineData data, Context context",public,Exception,"public void doPerform(PipelineData data, Context context) throws Exception",75
turbine-model-controller/src/main/java/modules/actions,LoginUser.java,LoginUser,doPerform,void,PipelineData pipelineData,public,FulcrumSecurityException,public void doPerform(PipelineData pipelineData) throws FulcrumSecurityException,72
turbine-model-controller/src/main/java/modules/actions,LoginUser.java,LoginUser,reset,void,RunData data,private,UnknownEntityException,private void reset(RunData data) throws UnknownEntityException,96
turbine-model-controller/src/main/java/modules/actions,LoginUserIntake.java,LoginUserIntake,doPerform,void,PipelineData pipelineData,public,FulcrumSecurityException,public void doPerform(PipelineData pipelineData) throws FulcrumSecurityException,75
turbine-model-controller/src/main/java/modules/actions,LoginUserIntake.java,LoginUserIntake,reset,void,RunData data,private,UnknownEntityException,private void reset(RunData data) throws UnknownEntityException,155
turbine-model-controller/src/main/java/modules/actions,LogoutUser.java,LogoutUser,doPerform,void,PipelineData pipelineData,public,FulcrumSecurityException,public void doPerform(PipelineData pipelineData) throws FulcrumSecurityException,71
turbine-model-controller/src/main/java/modules/actions,SecureAction.java,SecureAction,isAuthorized,boolean,PipelineData pipelineData,protected,Exception,protected boolean isAuthorized(PipelineData pipelineData) throws Exception,49
turbine-model-controller/src/main/java/modules/actions,SecureAction.java,SecureAction,doPerform,void,"PipelineData pipelineData, Context context",public,Exception,"public void doPerform(PipelineData pipelineData, Context context) throws Exception",90
turbine-model-controller/src/main/java/modules/actions,ShowRecords.java,ShowRecords,doPerform,void,"PipelineData pipelineData, Context context",public,Exception,"public void doPerform(PipelineData pipelineData, Context context) throws Exception",34
turbine-model-controller/src/main/java/modules/screens,Index.java,Index,doBuildTemplate,void,"PipelineData data, Context context",protected,Exception,"protected void doBuildTemplate(PipelineData data, Context context) throws Exception",45
turbine-model-controller/src/main/java/modules/screens,Index.java,Index,isAuthorized,boolean,PipelineData pipelineData,protected,Exception,protected boolean isAuthorized(PipelineData pipelineData) throws Exception,61
turbine-model-controller/src/main/java/modules/screens,Password.java,Password,doBuildTemplate,void,"PipelineData data, Context context",protected,Exception,"protected void doBuildTemplate(PipelineData data, Context context) throws Exception",48
turbine-model-controller/src/main/java/modules/screens,SecureScreen.java,SecureScreen,isAuthorized,boolean,PipelineData pipelineData,protected,Exception,protected boolean isAuthorized(PipelineData pipelineData) throws Exception,49
turbine-model-controller/src/main/java/modules/screens,SecureScreen.java,SecureScreen,doBuildTemplate,void,"PipelineData data, Context context",protected,Exception,"protected void doBuildTemplate(PipelineData data, Context context) throws Exception",82
turbine-model-controller/src/main/java/modules/screens,TestSecure.java,TestSecure,doBuildTemplate,void,"PipelineData data, Context context",protected,Exception,"protected void doBuildTemplate(PipelineData data, Context context) throws Exception",42
turbine-model-controller/src/main/java/modules/screens,UserAssignment.java,UserAssignment,getSecurityService,SecurityService,,private,,private SecurityService getSecurityService(),44
turbine-model-controller/src/main/java/modules/screens,UserAssignment.java,UserAssignment,isAuthorized,boolean,PipelineData pipelineData,protected,Exception,protected boolean isAuthorized(PipelineData pipelineData) throws Exception,52
turbine-model-controller/src/main/java/modules/screens,UserAssignment.java,UserAssignment,doBuildTemplate,void,"PipelineData data, Context context",protected,Exception,"protected void doBuildTemplate(PipelineData data, Context context) throws Exception",115
turbine-model-controller/src/main/java/modules/screens,UserProfile.java,UserProfile,getSecurityService,SecurityService,,private,,private SecurityService getSecurityService(),46
turbine-model-controller/src/main/java/modules/screens,UserProfile.java,UserProfile,isAuthorized,boolean,PipelineData pipelineData,protected,Exception,protected boolean isAuthorized(PipelineData pipelineData) throws Exception,55
turbine-model-controller/src/main/java/modules/screens,UserProfile.java,UserProfile,doBuildTemplate,void,"PipelineData data, Context context",protected,Exception,"protected void doBuildTemplate(PipelineData data, Context context) throws Exception",81
turbine-model-controller/src/main/java/modules/screens/admin,Dashboard.java,Dashboard,getSecurityService,SecurityService,,private,,private SecurityService getSecurityService(),48
turbine-model-controller/src/main/java/modules/screens/admin,Dashboard.java,Dashboard,isAuthorized,boolean,PipelineData pipelineData,protected,Exception,protected boolean isAuthorized(PipelineData pipelineData) throws Exception,56
turbine-model-controller/src/main/java/modules/screens/admin,Dashboard.java,Dashboard,doBuildTemplate,void,"PipelineData data, Context context",protected,Exception,"protected void doBuildTemplate(PipelineData data, Context context) throws Exception",117
turbine-model-controller/src/main/java/modules/screens/admin,EcsDashboard.java,EcsDashboard,getSecurityService,SecurityService,,private,,private SecurityService getSecurityService(),57
turbine-model-controller/src/main/java/modules/screens/admin,EcsDashboard.java,EcsDashboard,isAuthorized,boolean,PipelineData pipelineData,protected,Exception,protected boolean isAuthorized(PipelineData pipelineData) throws Exception,65
turbine-model-controller/src/main/java/modules/screens/admin,EcsDashboard.java,EcsDashboard,doBuildTemplate,void,"PipelineData data, Context context",protected,Exception,"protected void doBuildTemplate(PipelineData data, Context context) throws Exception",122
turbine-model-controller/src/main/java/modules/screens/admin,EcsDashboard.java,EcsDashboard,generateUserTableWithEcs,String,List<User> users,private,,private String generateUserTableWithEcs(List<User> users),229
turbine-model-controller/src/main/java/modules/screens/admin,EcsDashboard.java,EcsDashboard,generateGroupTableWithEcs,String,List<Group> groups,private,,private String generateGroupTableWithEcs(List<Group> groups),285
turbine-model-controller/src/main/java/modules/screens/admin,EcsDashboard.java,EcsDashboard,generateRoleTableWithEcs,String,List<Role> roles,private,,private String generateRoleTableWithEcs(List<Role> roles),329
turbine-model-controller/src/main/java/modules/screens/admin,EcsDashboard.java,EcsDashboard,generatePermissionTableWithEcs,String,List<Permission> permissions,private,,private String generatePermissionTableWithEcs(List<Permission> permissions),373
turbine-model-controller/src/main/java/modules/screens/admin,EcsDashboard.java,EcsDashboard,generateSidebarWithEcs,String,,private,,private String generateSidebarWithEcs(),417
turbine-model-controller/src/main/java/modules/screens/admin,EcsDashboard.java,EcsDashboard,parsePsmlAndRenderLayout,String,"RunData runData, List<User> users, List<Group> groups, List<Role> roles, List<Permission> permissions",private,,"private String parsePsmlAndRenderLayout(RunData runData, List<User> users, List<Group> groups, List<Role> roles, List<Permission> permissions)",477
turbine-model-controller/src/main/java/modules/screens/admin,EcsDashboard.java,EcsDashboard,generateTwoColumnLayoutWithPortlets,String,"List<PsmlParserHelper> leftPortlets, List<PsmlParserHelper> rightPortlets, List<User> users, List<Group> groups, List<Role> roles, List<Permission> permissions",private,,"private String generateTwoColumnLayoutWithPortlets(List<PsmlParserHelper> leftPortlets, List<PsmlParserHelper> rightPortlets, List<User> users, List<Group> groups, List<Role> roles, List<Permission> permissions)",537
turbine-model-controller/src/main/java/modules/screens/admin,EcsDashboard.java,EcsDashboard,renderPortlet,Div,"PsmlParserHelper portletInfo, List<User> users, List<Group> groups, List<Role> roles, List<Permission> permissions",private,,"private Div renderPortlet(PsmlParserHelper portletInfo, List<User> users, List<Group> groups, List<Role> roles, List<Permission> permissions)",577
turbine-model-controller/src/main/java/modules/screens/admin,EcsDashboard.java,EcsDashboard,generateNavigationPortlet,Div,,private,,private Div generateNavigationPortlet(),607
turbine-model-controller/src/main/java/modules/screens/admin,EcsDashboard.java,EcsDashboard,generateUserSummaryPortlet,Div,List<User> users,private,,private Div generateUserSummaryPortlet(List<User> users),639
turbine-model-controller/src/main/java/modules/screens/admin,EcsDashboard.java,EcsDashboard,generateGroupSummaryPortlet,Div,List<Group> groups,private,,private Div generateGroupSummaryPortlet(List<Group> groups),676
turbine-model-controller/src/main/java/modules/screens/admin,EcsDashboard.java,EcsDashboard,generateRoleSummaryPortlet,Div,List<Role> roles,private,,private Div generateRoleSummaryPortlet(List<Role> roles),706
turbine-model-controller/src/main/java/modules/screens/admin,EcsDashboard.java,EcsDashboard,generateDefaultTwoColumnLayout,String,"List<User> users, List<Group> groups, List<Role> roles, List<Permission> permissions",private,,"private String generateDefaultTwoColumnLayout(List<User> users, List<Group> groups, List<Role> roles, List<Permission> permissions)",736
turbine-model-controller/src/main/java/modules/screens/admin,JakartaDashboard.java,JakartaDashboard,getSecurityService,SecurityService,,private,,private SecurityService getSecurityService(),52
turbine-model-controller/src/main/java/modules/screens/admin,JakartaDashboard.java,JakartaDashboard,isAuthorized,boolean,PipelineData pipelineData,protected,Exception,protected boolean isAuthorized(PipelineData pipelineData) throws Exception,60
turbine-model-controller/src/main/java/modules/screens/admin,JakartaDashboard.java,JakartaDashboard,doBuildTemplate,void,"PipelineData data, Context context",protected,Exception,"protected void doBuildTemplate(PipelineData data, Context context) throws Exception",117
turbine-model-controller/src/main/java/modules/screens/admin,PsmlParserHelper.java,PsmlParserHelper,parsePsml,List<PortletInfo>,String psmlFilePath,public static,Exception,public static List<PortletInfo> parsePsml(String psmlFilePath) throws Exception,54
turbine-model-controller/src/main/java/modules/screens/admin,PsmlParserHelper.java,PortletInfo,PortletInfo,constructor,,public,,public PortletInfo PortletInfo(),37
turbine-model-controller/src/main/java/modules/screens/admin,PsmlParserHelper.java,PortletInfo,PortletInfo,constructor,"String id, String parent",public,,"public PortletInfo PortletInfo(String id, String parent)",40
turbine-model-controller/src/main/java/modules/screens/admin,PsmlParserHelper.java,PortletInfo,toString,String,,public,,public String toString(),46
turbine-model-controller/src/main/java/flux/tools,FluxTool.java,FluxTool,FluxTool,constructor,,public,,public FluxTool FluxTool(),82
turbine-model-controller/src/main/java/flux/tools,FluxTool.java,FluxTool,init,void,Object runData,public,,public void init(Object runData),89
turbine-model-controller/src/main/java/flux/tools,FluxTool.java,FluxTool,getGroup,Group,,public,Exception,public Group getGroup() throws Exception,93
turbine-model-controller/src/main/java/flux/tools,FluxTool.java,FluxTool,getMode,String,,public,,public String getMode(),103
turbine-model-controller/src/main/java/flux/tools,FluxTool.java,FluxTool,getGroups,GroupSet,,public,Exception,public GroupSet getGroups() throws Exception,107
turbine-model-controller/src/main/java/flux/tools,FluxTool.java,FluxTool,getRole,Role,,public,Exception,public Role getRole() throws Exception,111
turbine-model-controller/src/main/java/flux/tools,FluxTool.java,FluxTool,getRoles,RoleSet,,public,Exception,public RoleSet getRoles() throws Exception,123
turbine-model-controller/src/main/java/flux/tools,FluxTool.java,FluxTool,getPermission,TurbinePermission,,public,Exception,public TurbinePermission getPermission() throws Exception,127
turbine-model-controller/src/main/java/flux/tools,FluxTool.java,FluxTool,getCachedRole,Role,,public,,public Role getCachedRole(),149
turbine-model-controller/src/main/java/flux/tools,FluxTool.java,FluxTool,getRolePermissions,List<TurbinePermission>,,public,Exception,public List<TurbinePermission> getRolePermissions() throws Exception,156
turbine-model-controller/src/main/java/flux/tools,FluxTool.java,FluxTool,getPermissions,List<TurbinePermission>,,public,Exception,public List<TurbinePermission> getPermissions() throws Exception,183
turbine-model-controller/src/main/java/flux/tools,FluxTool.java,FluxTool,getUser,User,,public,Exception,public User getUser() throws Exception,194
turbine-model-controller/src/main/java/flux/tools,FluxTool.java,FluxTool,getACL,AccessControlList,,public,Exception,public AccessControlList getACL() throws Exception,204
turbine-model-controller/src/main/java/flux/tools,FluxTool.java,FluxTool,getFieldList,String,,public,Exception,public String getFieldList() throws Exception,211
turbine-model-controller/src/main/java/flux/tools,FluxTool.java,FluxTool,getUserFieldList,String,,public,Exception,public String getUserFieldList() throws Exception,226
turbine-model-controller/src/main/java/flux/tools,FluxTool.java,FluxTool,getUsers,List<User>,,public,,public List<User> getUsers(),240
turbine-model-controller/src/main/java/flux/tools,FluxTool.java,FluxTool,refresh,void,,public,,public void refresh(),271
turbine-model-controller/src/main/java/flux/tools,FluxTool.java,FluxTool,recycle,void,,public,,public void recycle(),287
turbine-model-controller/src/main/java/flux/tools,FluxTool.java,FluxTool,dispose,void,,public,,public void dispose(),296
turbine-model-controller/src/main/java/flux/tools,FluxTool.java,FluxTool,isDisposed,boolean,,public,,public boolean isDisposed(),310
turbine-model-controller/src/main/java/flux/modules/actions,FluxAction.java,FluxAction,isAuthorized,boolean,PipelineData pipelineData,protected,Exception,protected boolean isAuthorized(PipelineData pipelineData) throws Exception,56
turbine-model-controller/src/main/java/flux/modules/actions,FluxAction.java,FluxAction,doPerform,void,"PipelineData pipelineData, Context context",public,Exception,"public void doPerform(PipelineData pipelineData, Context context) throws Exception",123
turbine-model-controller/src/main/java/flux/modules/actions,FluxLogin.java,FluxLogin,doPerform,void,PipelineData pipelineData,public,FulcrumSecurityException,public void doPerform(PipelineData pipelineData) throws FulcrumSecurityException,67
turbine-model-controller/src/main/java/flux/modules/actions,FluxLogin.java,FluxLogin,reset,void,RunData data,private,UnknownEntityException,private void reset(RunData data) throws UnknownEntityException,85
turbine-model-controller/src/main/java/flux/modules/actions,FluxLogout.java,FluxLogout,doPerform,void,PipelineData pipelineData,public,FulcrumSecurityException,public void doPerform(PipelineData pipelineData) throws FulcrumSecurityException,62
turbine-model-controller/src/main/java/flux/modules/actions,SecureAction.java,SecureAction,isAuthorized,boolean,PipelineData pipelineData,protected,Exception,protected boolean isAuthorized(PipelineData pipelineData) throws Exception,65
turbine-model-controller/src/main/java/flux/modules/actions,SecureAction.java,SecureAction,doPerform,void,"PipelineData pipelineData, Context context",public,Exception,"public void doPerform(PipelineData pipelineData, Context context) throws Exception",115
turbine-model-controller/src/main/java/flux/modules/screens,FluxIndex.java,FluxIndex,doBuildTemplate,void,"PipelineData data, Context context",protected,Exception,"protected void doBuildTemplate(PipelineData data, Context context) throws Exception",58
turbine-model-controller/src/main/java/flux/modules/screens,FluxIndex.java,FluxIndex,isAuthorized,boolean,PipelineData pipelineData,protected,Exception,protected boolean isAuthorized(PipelineData pipelineData) throws Exception,62
turbine-model-controller/src/main/java/flux/modules/screens,FluxScreen.java,FluxScreen,doBuildTemplate,void,"PipelineData data, Context context",protected,Exception,"protected void doBuildTemplate(PipelineData data, Context context) throws Exception",50
turbine-model-controller/src/main/java/flux/modules/screens,FluxScreen.java,FluxScreen,getSecurityService,SecurityService,,private,,private SecurityService getSecurityService(),71
turbine-model-controller/src/main/java/flux/modules/screens,FluxScreen.java,FluxScreen,isAuthorized,boolean,PipelineData pipelineData,protected,Exception,protected boolean isAuthorized(PipelineData pipelineData) throws Exception,79
turbine-model-controller/src/main/java/flux/modules/screens/user,Default.java,Default,doBuildTemplate,void,"PipelineData data, Context context",protected,Exception,"protected void doBuildTemplate(PipelineData data, Context context) throws Exception",34
turbine-model-controller/src/main/java/flux/modules/actions/group,FluxGroupAction.java,FluxGroupAction,doInsert,void,"PipelineData pipelineData, Context context",public,Exception,"public void doInsert(PipelineData pipelineData, Context context) throws Exception",63
turbine-model-controller/src/main/java/flux/modules/actions/group,FluxGroupAction.java,FluxGroupAction,doUpdate,void,"PipelineData pipelineData, Context context",public,Exception,"public void doUpdate(PipelineData pipelineData, Context context) throws Exception",103
turbine-model-controller/src/main/java/flux/modules/actions/group,FluxGroupAction.java,FluxGroupAction,doDelete,void,"PipelineData pipelineData, Context context",public,Exception,"public void doDelete(PipelineData pipelineData, Context context) throws Exception",136
turbine-model-controller/src/main/java/flux/modules/actions/group,FluxGroupAction.java,FluxGroupAction,doPerform,void,"PipelineData pipelineData, Context context",public,Exception,"public void doPerform(PipelineData pipelineData, Context context) throws Exception",166
turbine-model-controller/src/main/java/flux/modules/actions/permission,FluxPermissionAction.java,FluxPermissionAction,doInsert,void,"PipelineData pipelineData, Context context",public,Exception,"public void doInsert(PipelineData pipelineData, Context context) throws Exception",66
turbine-model-controller/src/main/java/flux/modules/actions/permission,FluxPermissionAction.java,FluxPermissionAction,doUpdate,void,"PipelineData pipelineData, Context context",public,Exception,"public void doUpdate(PipelineData pipelineData, Context context) throws Exception",95
turbine-model-controller/src/main/java/flux/modules/actions/permission,FluxPermissionAction.java,FluxPermissionAction,doDelete,void,"PipelineData pipelineData, Context context",public,Exception,"public void doDelete(PipelineData pipelineData, Context context) throws Exception",132
turbine-model-controller/src/main/java/flux/modules/actions/permission,FluxPermissionAction.java,FluxPermissionAction,doPerform,void,"PipelineData pipelineData, Context context",public,Exception,"public void doPerform(PipelineData pipelineData, Context context) throws Exception",170
turbine-model-controller/src/main/java/flux/modules/actions/role,FluxRoleAction.java,FluxRoleAction,doInsert,void,"PipelineData pipelineData, Context context",public,Exception,"public void doInsert(PipelineData pipelineData, Context context) throws Exception",60
turbine-model-controller/src/main/java/flux/modules/actions/role,FluxRoleAction.java,FluxRoleAction,doUpdate,void,"PipelineData pipelineData, Context context",public,Exception,"public void doUpdate(PipelineData pipelineData, Context context) throws Exception",94
turbine-model-controller/src/main/java/flux/modules/actions/role,FluxRoleAction.java,FluxRoleAction,doDelete,void,"PipelineData pipelineData, Context context",public,Exception,"public void doDelete(PipelineData pipelineData, Context context) throws Exception",120
turbine-model-controller/src/main/java/flux/modules/actions/role,FluxRoleAction.java,FluxRoleAction,doPermissions,void,"PipelineData pipelineData, Context context",public,Exception,"public void doPermissions(PipelineData pipelineData, Context context) throws Exception",160
turbine-model-controller/src/main/java/flux/modules/actions/role,FluxRoleAction.java,FluxRoleAction,doPerform,void,"PipelineData pipelineData, Context context",public,Exception,"public void doPerform(PipelineData pipelineData, Context context) throws Exception",217
turbine-model-controller/src/main/java/flux/modules/actions/role,FluxRoleAction.java,FluxRoleAction,removeRoleFromAllUsers,void,Role role,private,,private void removeRoleFromAllUsers(Role role),225
turbine-model-controller/src/main/java/flux/modules/actions/user,FluxUserAction.java,FluxUserAction,doInsert,void,"PipelineData pipelineData, Context context",public,Exception,"public void doInsert(PipelineData pipelineData, Context context) throws Exception",54
turbine-model-controller/src/main/java/flux/modules/actions/user,FluxUserAction.java,FluxUserAction,doUpdate,void,"PipelineData pipelineData, Context context",public,Exception,"public void doUpdate(PipelineData pipelineData, Context context) throws Exception",144
turbine-model-controller/src/main/java/flux/modules/actions/user,FluxUserAction.java,FluxUserAction,doDelete,void,"PipelineData pipelineData, Context context",public,Exception,"public void doDelete(PipelineData pipelineData, Context context) throws Exception",185
turbine-model-controller/src/main/java/flux/modules/actions/user,FluxUserAction.java,FluxUserAction,doRoles,void,"PipelineData pipelineData, Context context",public,Exception,"public void doRoles(PipelineData pipelineData, Context context) throws Exception",220
turbine-model-controller/src/main/java/flux/modules/actions/user,FluxUserAction.java,FluxUserAction,doPerform,void,"PipelineData pipelineData, Context context",public,Exception,"public void doPerform(PipelineData pipelineData, Context context) throws Exception",414
turbine-model-controller/src/main/java/com/uob/aspect,MaptoModelInterceptor.java,MaptoModelInterceptor,filterCollection,Object,ProceedingJoinPoint joinPoint,public,Throwable,public Object filterCollection(ProceedingJoinPoint joinPoint) throws Throwable,50
turbine-model-controller/src/main/java/com/uob/services/pull,SafeTurbinePullService.java,SafeTurbinePullService,populateContext,void,"Context context, PipelineData data",public,,"public void populateContext(Context context, PipelineData data)",26
torque-orm/target/generated-sources/com/uob/om,BaseGtpGroup.java,BaseGtpGroup,getEntityId,Integer,,public,,public Integer getEntityId(),84
torque-orm/target/generated-sources/com/uob/om,BaseGtpGroup.java,BaseGtpGroup,setEntityId,void,Integer v,public,,public void setEntityId(Integer v),95
torque-orm/target/generated-sources/com/uob/om,BaseGtpGroup.java,BaseGtpGroup,getEntityName,String,,public,,public String getEntityName(),128
torque-orm/target/generated-sources/com/uob/om,BaseGtpGroup.java,BaseGtpGroup,setEntityName,void,String v,public,,public void setEntityName(String v),139
torque-orm/target/generated-sources/com/uob/om,BaseGtpGroup.java,BaseGtpGroup,isNew,boolean,,public,,public boolean isNew(),159
torque-orm/target/generated-sources/com/uob/om,BaseGtpGroup.java,BaseGtpGroup,setNew,void,boolean isNew,public,,public void setNew(boolean isNew),169
torque-orm/target/generated-sources/com/uob/om,BaseGtpGroup.java,BaseGtpGroup,isModified,boolean,,public,,public boolean isModified(),179
torque-orm/target/generated-sources/com/uob/om,BaseGtpGroup.java,BaseGtpGroup,setModified,void,boolean modified,public,,public void setModified(boolean modified),189
torque-orm/target/generated-sources/com/uob/om,BaseGtpGroup.java,BaseGtpGroup,resetModified,void,,public,,public void resetModified(),197
torque-orm/target/generated-sources/com/uob/om,BaseGtpGroup.java,BaseGtpGroup,isSaving,boolean,,public,,public boolean isSaving(),208
torque-orm/target/generated-sources/com/uob/om,BaseGtpGroup.java,BaseGtpGroup,setSaving,void,boolean saving,public,,public void setSaving(boolean saving),218
torque-orm/target/generated-sources/com/uob/om,BaseGtpGroup.java,BaseGtpGroup,isLoading,boolean,,public,,public boolean isLoading(),229
torque-orm/target/generated-sources/com/uob/om,BaseGtpGroup.java,BaseGtpGroup,setLoading,void,boolean loading,public,,public void setLoading(boolean loading),239
torque-orm/target/generated-sources/com/uob/om,BaseGtpGroup.java,BaseGtpGroup,isDeleted,boolean,,public,,public boolean isDeleted(),256
torque-orm/target/generated-sources/com/uob/om,BaseGtpGroup.java,BaseGtpGroup,setDeleted,void,boolean deleted,public,,public void setDeleted(boolean deleted),266
torque-orm/target/generated-sources/com/uob/om,BaseGtpGroup.java,BaseGtpGroup,initGtpGroupRoles,List<GtpGroupRole>,,public,,public List<GtpGroupRole> initGtpGroupRoles(),281
torque-orm/target/generated-sources/com/uob/om,BaseGtpGroup.java,BaseGtpGroup,isGtpGroupRolesInitialized,boolean,,public,,public boolean isGtpGroupRolesInitialized(),296
torque-orm/target/generated-sources/com/uob/om,BaseGtpGroup.java,BaseGtpGroup,addGtpGroupRole,void,GtpGroupRole toAdd,public,TorqueException,public void addGtpGroupRole(GtpGroupRole toAdd) throws TorqueException,314
torque-orm/target/generated-sources/com/uob/om,BaseGtpGroup.java,BaseGtpGroup,addGtpGroupRole,void,"GtpGroupRole l, Connection con",public,TorqueException,"public void addGtpGroupRole(GtpGroupRole l, Connection con) throws TorqueException",328
torque-orm/target/generated-sources/com/uob/om,BaseGtpGroup.java,BaseGtpGroup,resetGtpGroupRole,void,,public,,public void resetGtpGroupRole(),338
torque-orm/target/generated-sources/com/uob/om,BaseGtpGroup.java,BaseGtpGroup,getGtpGroupRoles,List<GtpGroupRole>,,public,TorqueException,public List<GtpGroupRole> getGtpGroupRoles() throws TorqueException,357
torque-orm/target/generated-sources/com/uob/om,BaseGtpGroup.java,BaseGtpGroup,getGtpGroupRoles,List<GtpGroupRole>,Criteria criteria,public,TorqueException,public List<GtpGroupRole> getGtpGroupRoles(Criteria criteria) throws TorqueException,382
torque-orm/target/generated-sources/com/uob/om,BaseGtpGroup.java,BaseGtpGroup,getGtpGroupRoles,List<GtpGroupRole>,Connection con,public,TorqueException,public List<GtpGroupRole> getGtpGroupRoles(Connection con) throws TorqueException,436
torque-orm/target/generated-sources/com/uob/om,BaseGtpGroup.java,BaseGtpGroup,getGtpGroupRoles,List<GtpGroupRole>,"Criteria criteria, Connection con",public,TorqueException,"public List<GtpGroupRole> getGtpGroupRoles(Criteria criteria, Connection con) throws TorqueException",466
torque-orm/target/generated-sources/com/uob/om,BaseGtpGroup.java,BaseGtpGroup,initGtpUserGroupRoles,List<GtpUserGroupRole>,,public,,public List<GtpUserGroupRole> initGtpUserGroupRoles(),517
torque-orm/target/generated-sources/com/uob/om,BaseGtpGroup.java,BaseGtpGroup,isGtpUserGroupRolesInitialized,boolean,,public,,public boolean isGtpUserGroupRolesInitialized(),532
torque-orm/target/generated-sources/com/uob/om,BaseGtpGroup.java,BaseGtpGroup,addGtpUserGroupRole,void,GtpUserGroupRole toAdd,public,TorqueException,public void addGtpUserGroupRole(GtpUserGroupRole toAdd) throws TorqueException,550
torque-orm/target/generated-sources/com/uob/om,BaseGtpGroup.java,BaseGtpGroup,addGtpUserGroupRole,void,"GtpUserGroupRole l, Connection con",public,TorqueException,"public void addGtpUserGroupRole(GtpUserGroupRole l, Connection con) throws TorqueException",564
torque-orm/target/generated-sources/com/uob/om,BaseGtpGroup.java,BaseGtpGroup,resetGtpUserGroupRole,void,,public,,public void resetGtpUserGroupRole(),574
torque-orm/target/generated-sources/com/uob/om,BaseGtpGroup.java,BaseGtpGroup,getGtpUserGroupRoles,List<GtpUserGroupRole>,,public,TorqueException,public List<GtpUserGroupRole> getGtpUserGroupRoles() throws TorqueException,593
torque-orm/target/generated-sources/com/uob/om,BaseGtpGroup.java,BaseGtpGroup,getGtpUserGroupRoles,List<GtpUserGroupRole>,Criteria criteria,public,TorqueException,public List<GtpUserGroupRole> getGtpUserGroupRoles(Criteria criteria) throws TorqueException,618
torque-orm/target/generated-sources/com/uob/om,BaseGtpGroup.java,BaseGtpGroup,getGtpUserGroupRoles,List<GtpUserGroupRole>,Connection con,public,TorqueException,public List<GtpUserGroupRole> getGtpUserGroupRoles(Connection con) throws TorqueException,672
torque-orm/target/generated-sources/com/uob/om,BaseGtpGroup.java,BaseGtpGroup,getGtpUserGroupRoles,List<GtpUserGroupRole>,"Criteria criteria, Connection con",public,TorqueException,"public List<GtpUserGroupRole> getGtpUserGroupRoles(Criteria criteria, Connection con) throws TorqueException",702
torque-orm/target/generated-sources/com/uob/om,BaseGtpGroup.java,BaseGtpGroup,getGtpGroupRolesJoinGtpRole,List<GtpGroupRole>,Criteria criteria,protected,TorqueException,protected List<GtpGroupRole> getGtpGroupRolesJoinGtpRole(Criteria criteria) throws TorqueException,761
torque-orm/target/generated-sources/com/uob/om,BaseGtpGroup.java,BaseGtpGroup,getGtpGroupRolesJoinGtpRole,List<GtpGroupRole>,"Criteria criteria, Connection connection",protected,TorqueException,"protected List<GtpGroupRole> getGtpGroupRolesJoinGtpRole(Criteria criteria, Connection connection) throws TorqueException",783
torque-orm/target/generated-sources/com/uob/om,BaseGtpGroup.java,BaseGtpGroup,getGtpUserGroupRolesJoinGtpUser,List<GtpUserGroupRole>,Criteria criteria,protected,TorqueException,protected List<GtpUserGroupRole> getGtpUserGroupRolesJoinGtpUser(Criteria criteria) throws TorqueException,838
torque-orm/target/generated-sources/com/uob/om,BaseGtpGroup.java,BaseGtpGroup,getGtpUserGroupRolesJoinGtpUser,List<GtpUserGroupRole>,"Criteria criteria, Connection connection",protected,TorqueException,"protected List<GtpUserGroupRole> getGtpUserGroupRolesJoinGtpUser(Criteria criteria, Connection connection) throws TorqueException",860
torque-orm/target/generated-sources/com/uob/om,BaseGtpGroup.java,BaseGtpGroup,getGtpUserGroupRolesJoinGtpRole,List<GtpUserGroupRole>,Criteria criteria,protected,TorqueException,protected List<GtpUserGroupRole> getGtpUserGroupRolesJoinGtpRole(Criteria criteria) throws TorqueException,915
torque-orm/target/generated-sources/com/uob/om,BaseGtpGroup.java,BaseGtpGroup,getGtpUserGroupRolesJoinGtpRole,List<GtpUserGroupRole>,"Criteria criteria, Connection connection",protected,TorqueException,"protected List<GtpUserGroupRole> getGtpUserGroupRolesJoinGtpRole(Criteria criteria, Connection connection) throws TorqueException",937
